momsp	momid	dadsp1	dadid1	dadsp2	dadid2	sds	type	notes
kaua	234-1x6a2	kaua	NuaS2-1			2	intra	
kaua	234-1x6a2	kaua	NuaS2-1			7	intra	
kaua	234-1x6a2	kaua	NuaS2-1			5	intra	
kaua	234-1x6a2	kaua	NuaS2-1			5	intra	
kaua	234-1x6a2	kaua	NuaS2-1			5	intra	
kaua	234-1x6a2	kaua	NuaS2-1			3	intra	
kaua	234-1x6a2	kaua	NuaS2-1			5	intra	
kaua	234-1x6a2	kaua	NuaS2-1			0	intra	
kaua	234-1x7#3	kaua	NuaS1-3			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			1	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	234-1			0	intra	
kaua	2a	kaua	463-3			2	intra	
kaua	2a	kaua	463-3			3	intra	
kaua	2a	kaua	463-3			4	intra	
kaua	2a	kaua	463-3			6	intra	
kaua	2a525-19	kaua	1ax463-3			5	intra	
kaua	2a525-19	kaua	1ax463-3			7	intra	
kaua	2a525-19	kaua	1ax463-3			9	intra	
kaua	2a525-19	kaua	1ax463-3			6	intra	
kaua	2a525-19	kaua	1ax463-3			0	intra	
kaua	2a525-19	kaua	1ax463-3			3	intra	
kaua	2a525-19	kaua	1ax463-3			5	intra	
kaua	2a525-19	kaua	1ax463-3			6	intra	
kaua	2a525-19	kaua	1ax463-3			4	intra	
kaua	2a525-19	kaua	1ax463-3			4	intra	
kaua	2a525-19	kaua	1ax463-3			5	intra	
kaua	2a525-19	kaua	1ax463-3			3	intra	
kaua	2a525-19	kaua	1ax463-3			5	intra	
kaua	2a525-19	kaua	1ax463-3			6	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			6	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			6	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			7	intra	
kaua	2a525-19	kaua	525-1131			3	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			6	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	2a525-19	kaua	525-1131			5	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			4	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	2a525-19	kaua	525-1131			1	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	2a525-19	kaua	525-1131			1	intra	
kaua	2a525-19	kaua	525-1131			3	intra	
kaua	2a525-19	kaua	525-1131			3	intra	
kaua	2a525-19	kaua	525-1131			2	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			4	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			9	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			2	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			0	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			3	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			5	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			4	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			4	intra	
kaua	3a	kaua	525-1			1	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			10	intra	
kaua	3a	kaua	525-1			11	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			9	intra	
kaua	3a	kaua	525-1			11	intra	
kaua	3a	kaua	525-1			8	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			9	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			3	intra	
kaua	3a	kaua	525-1			9	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-1			4	intra	
kaua	3a	kaua	525-1			7	intra	
kaua	3a	kaua	525-1			6	intra	
kaua	3a	kaua	525-11			4	intra	
kaua	3a	kaua	525-11			5	intra	
kaua	3a	kaua	525-11			5	intra	
kaua	3a	kaua	525-11			5	intra	
kaua	3a	kaua	525-11			5	intra	
kaua	3a	kaua	525-11			2	intra	
kaua	3a	kaua	525-11			0	intra	
kaua	3a	kaua	525-11			10	intra	
kaua	3a	kaua	525-11			7	intra	
kaua	3a	kaua	525-11			6	intra	
kaua	3a	kaua	525-11			8	intra	
kaua	3a	kaua	525-11			7	intra	
kaua	3a	kaua	525-11			6	intra	
kaua	3a	kaua	525-11			3	intra	
kaua	3a	kaua	525-11			4	intra	
kaua	3a	kaua	525-11			7	intra	
kaua	3a	kaua	525-1131			5	intra	
kaua	3a	kaua	525-1131			6	intra	
kaua	3a	kaua	525-1131			0	intra	
kaua	3a	kaua	525-1131			0	intra	
kaua	3a5a#5	kaua	525-16a7			0	intra	
kaua	3a5a#5	kaua	525-16a7			0	intra	
kaua	3a525-12	kaua	NuaS1-1			0	intra	
kaua	3a525-12	kaua	NuaS1-1			3	intra	
kaua	3a525-12	kaua	NuaS1-1			7	intra	
kaua	3a525-12	kaua	NuaS1-1			8	intra	
kaua	3a525-12	kaua	NuaS1-1			6	intra	
kaua	3ax5a#2	kaua	525-11			8	intra	
kaua	3ax5a#2	kaua	525-11			5	intra	
kaua	3ax5a#2	kaua	525-11			9	intra	
kaua	3ax5a#2	kaua	525-11			6	intra	
kaua	3ax5a#2	kaua	525-11			7	intra	
kaua	3ax5a#2	kaua	525-1131			8	intra	
kaua	3ax5a#2	kaua	525-16a6			8	intra	
kaua	3ax5a#2	kaua	525-16a6			7	intra	
kaua	3ax5a#2	kaua	525-16a6			3	intra	
kaua	3ax5a#2	kaua	525-16a6			6	intra	
kaua	3ax5a#2	kaua	525-16a6			3	intra	
kaua	3ax5a#2	kaua	525-16a6			10	intra	
kaua	3ax5a#2	kaua	525-16a6			8	intra	
kaua	3ax5a#2	kaua	525-16a6			7	intra	
kaua	3ax5a#2	kaua	525-16a6			6	intra	
kaua	3ax5a#2	kaua	525-16a6			8	intra	
kaua	3ax5a#2	kaua	525-16a6			5	intra	
kaua	3ax5a#2	kaua	525-16a6			6	intra	
kaua	3ax5a#2	kaua	525-16a6			7	intra	
kaua	3ax5a#2	kaua	525-16a6			6	intra	
kaua	3ax5a#3	kaua	525-1			8	intra	
kaua	3ax5a#3	kaua	525-11			8	intra	
kaua	3ax5a#3	kaua	525-11			6	intra	
kaua	3ax5a#3	kaua	525-11			9	intra	
kaua	3ax5a#3	kaua	525-1131			6	intra	
kaua	3ax5a#3	kaua	525-16a6			5	intra	
kaua	3ax5a#3	kaua	525-16a7			8	intra	
kaua	3ax5a#3	kaua	525-16a7			5	intra	
kaua	3ax5a#3	kaua	525-16a7			6	intra	
kaua	3ax5a#3	kaua	525-16a7			7	intra	
kaua	3ax5a#3	kaua	525-16a7			8	intra	
kaua	3ax5a#3	kaua	525-16a7			4	intra	
kaua	3ax5a#3	kaua	525-16a7			4	intra	
kaua	3ax5a#3	kaua	525-16a7			7	intra	
kaua	3ax5a#3	kaua	525-16a7			7	intra	
kaua	3ax5a#3	kaua	525-16a7			6	intra	
kaua	3ax5a#3	kaua	525-16a7			7	intra	
kaua	3ax5a#3	kaua	525-16a7			6	intra	
kaua	3ax5a#3	kaua	525-16a7			5	intra	
kaua	3ax5a#3	kaua	525-16a7			4	intra	
kaua	3ax5a#3	kaua	525-16a7			1	intra	
kaua	3ax5a#3	kaua	525-16a7			0	intra	
kaua	3ax5a#3	kaua	525-16a7			0	intra	
kaua	3ax5a#3	kaua	525-16a7			2	intra	
kaua	463-1	kaua	1			0	intra	
kaua	463-1	kaua	1			1	intra	
kaua	463-1	kaua	1			0	intra	
kaua	463-1	kaua	6a			0	intra	
kaua	463-1	kaua	6a			1	intra	
kaua	463-1	kaua	6a			2	intra	
kaua	463-1	kaua	6a			1	intra	
kaua	463-1	kaua	6a			0	intra	
kaua	463-3	kaua	234-1			3	intra	
kaua	463-3	kaua	234-1			2	intra	
kaua	463-3	kaua	234-1			0	intra	
kaua	463-3	kaua	234-1			0	intra	
kaua	463-3	kaua	234-1			0	intra	
kaua	463-3	kaua	234-1			0	intra	
kaua	463-3	kaua	525-11			0	intra	
kaua	463-3	kaua	525-11			1	intra	
kaua	463-3	kaua	525-11			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			2	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			2	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			2	intra	
kaua	463-4	kaua	1			1	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			0	intra	
kaua	463-4	kaua	1			1	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			2	intra	
kaua	463-4	kaua	234-1			2	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			1	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			1	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			1	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			2	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	234-1			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	2x525-18			2	intra	
kaua	463-4	kaua	2x525-18			1	intra	
kaua	463-4	kaua	2x525-18			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			1	intra	
kaua	463-4	kaua	525-11			2	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			1	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			1	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-11			3	intra	
kaua	463-4	kaua	525-11			2	intra	
kaua	463-4	kaua	525-11			1	intra	
kaua	463-4	kaua	525-11			0	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			0	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			0	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			0	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			2	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			2	intra	
kaua	463-4	kaua	525-1131			0	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			2	intra	
kaua	463-4	kaua	525-1131			1	intra	
kaua	463-4	kaua	525-1131			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			3	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			2	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			2	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			2	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			3	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			0	intra	
kaua	463-4	kaua	525-16a7			1	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			3	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			1	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			2	intra	
kaua	525-1	kaua	234-1			2	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-1	kaua	234-1			0	intra	
kaua	525-11	kaua	234-1			0	intra	
kaua	525-11	kaua	234-1			3	intra	
kaua	525-11	kaua	234-1			0	intra	
kaua	525-11	kaua	234-1			8	intra	
kaua	525-11	kaua	463-3			5	intra	
kaua	525-11	kaua	525-16a6			6	intra	
kaua	525-11	kaua	525-16a6			6	intra	
kaua	525-1121	kaua	525-16a6			0	intra	
kaua	525-1121	kaua	525-16a6			0	intra	
kaua	525-1121	kaua	525-16a6			5	intra	
kaua	525-1121	kaua	525-16a6			5	intra	
kaua	525-11x3#1	kaua	2x525-19			11	intra	
kaua	525-11x3#1	kaua	2x525-19			8	intra	
kaua	525-1131	kaua	525-16a6			9	intra	
kaua	525-1131	kaua	525-16a6			8	intra	
kaua	525-1131	kaua	525-16a6			10	intra	
kaua	525-1131	kaua	525-16a6			7	intra	
kaua	525-1131	kaua	525-16a6			4	intra	
kaua	525-1131	kaua	525-16a6			4	intra	
kaua	525-1131	kaua	525-16a6			3	intra	
kaua	525-1131	kaua	525-16a6			1	intra	
kaua	525-1131	kaua	525-16a6			6	intra	
kaua	525-1131	kaua	525-16a6			2	intra	
kaua	525-1131	kaua	525-16a6			1	intra	
kaua	525-1131	kaua	525-16a6			2	intra	
kaua	525-1131	kaua	525-16a6			1	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			2	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			0	intra	
kaua	525-1131	kaua	525-16a6			2	intra	
kaua	525-1131	kaua	525-16a6			1	intra	
kaua	525-1131	kaua	525-16a6			1	intra	
kaua	525-1131	kaua	2x525-18			3	intra	
kaua	525-1131	kaua	2x525-18			3	intra	
kaua	525-1131	kaua	2x525-18			0	intra	
kaua	525-1131	kaua	2x525-18			0	intra	
kaua	525-1131	kaua	2x525-18			2	intra	
kaua	525-1131	kaua	2x525-18			0	intra	
kaua	525-1131	kaua	2x525-18			0	intra	
kaua	525-1131	kaua	2x525-18			5	intra	
kaua	525-1131	kaua	2x525-18			4	intra	
kaua	525-1131	kaua	2x525-18			5	intra	
kaua	525-1131	kaua	2x525-18			4	intra	
kaua	525-1131	kaua	525-1131			2	intra	
kaua	525-1131	kaua	525-1131			8	intra	
kaua	525-131	kaua	525-16a6			6	intra	
kaua	525-131	kaua	525-16a6			5	intra	
kaua	525-16a4	kaua	525-1131			5	intra	
kaua	525-16a7	kaua	7x525-1#1			4	intra	
kaua	525-16a7	kaua	7x525-1#1			9	intra	
kaua	525-16a3	kaua	525-11			9	intra	
kaua	525-16a3	kaua	525-11			4	intra	
kaua	525-16a3	kaua	525-11			6	intra	
kaua	525-16a3	kaua	525-11			7	intra	
kaua	525-16a3	kaua	525-11			9	intra	
kaua	525-16a3	kaua	525-11			9	intra	
kaua	525-16a3	kaua	525-11			10	intra	
kaua	525-16a3	kaua	525-11			3	intra	
kaua	525-16a3	kaua	525-11			5	intra	
kaua	525-16a3	kaua	525-1131			4	intra	
kaua	525-16a3	kaua	525-1131			4	intra	
kaua	525-16a3	kaua	525-1131			0	intra	
kaua	525-16a3	kaua	525-1131			0	intra	
kaua	525-16a3	kaua	525-1131			2	intra	
kaua	525-16a3	kaua	525-1131			9	intra	
kaua	525-16a3	kaua	525-1131			9	intra	
kaua	525-16a4	kaua	525-11			0	intra	
kaua	525-16a4	kaua	525-1131			6	intra	
kaua	525-16a4	kaua	525-1131			5	intra	
kaua	525-16a4	kaua	525-1131			5	intra	
kaua	525-16a4	kaua	525-1131			11	intra	
kaua	525-16a4	kaua	525-1131			1	intra	
kaua	525-16a4	kaua	525-1131			7	intra	
kaua	525-16a4	kaua	525-1131			8	intra	
kaua	525-16a4	kaua	525-1131			6	intra	
kaua	525-16a4	kaua	525-1131			5	intra	
kaua	525-16a4	kaua	525-1131			4	intra	
kaua	525-16a4	kaua	525-1131			1	intra	
kaua	525-16a6	kaua	3ax5a#2			5	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-1131			1	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-1131			2	intra	
kaua	525-16a6	kaua	525-1131			4	intra	
kaua	525-16a6	kaua	525-1131			7	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-1131			6	intra	
kaua	525-16a6	kaua	525-1131			4	intra	
kaua	525-16a6	kaua	525-1131			5	intra	
kaua	525-16a6	kaua	525-1131			5	intra	
kaua	525-16a6	kaua	525-1131			4	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-1131			6	intra	
kaua	525-16a6	kaua	525-1131			12	intra	
kaua	525-16a6	kaua	525-1131			5	intra	
kaua	525-16a6	kaua	525-1131			12	intra	
kaua	525-16a6	kaua	525-1131			9	intra	
kaua	525-16a6	kaua	525-1131			8	intra	
kaua	525-16a6	kaua	525-1131			8	intra	
kaua	525-16a6	kaua	525-1131			6	intra	
kaua	525-16a6	kaua	525-1131			2	intra	
kaua	525-16a6	kaua	525-1131			1	intra	
kaua	525-16a6	kaua	525-1131			1	intra	
kaua	525-16a6	kaua	525-1131			1	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-1131			4	intra	
kaua	525-16a6	kaua	525-1131			2	intra	
kaua	525-16a6	kaua	525-1131			7	intra	
kaua	525-16a6	kaua	525-1131			2	intra	
kaua	525-16a6	kaua	525-1131			7	intra	
kaua	525-16a6	kaua	525-1131			9	intra	
kaua	525-16a6	kaua	525-1131			8	intra	
kaua	525-16a6	kaua	525-1131			7	intra	
kaua	525-16a6	kaua	525-1131			3	intra	
kaua	525-16a6	kaua	525-131			6	intra	
kaua	525-16a6	kaua	525-131			9	intra	
kaua	525-16a6	kaua	525-131			6	intra	
kaua	525-16a7	kaua	3			7	intra	
kaua	525-16a7	kaua	3			6	intra	
kaua	525-16a7	kaua	3			0	intra	
kaua	525-16a7	kaua	525-11			0	intra	
kaua	525-16a7	kaua	525-11			0	intra	
kaua	525-16a7	kaua	525-11			0	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			8	intra	
kaua	525-16a7	kaua	525-1131			9	intra	
kaua	525-16a7	kaua	525-1131			5	intra	
kaua	525-16a7	kaua	525-1131			8	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			8	intra	
kaua	525-16a7	kaua	525-1131			9	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			6	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			5	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			3	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			6	intra	
kaua	525-16a7	kaua	525-1131			9	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			6	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			8	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			9	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			5	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			6	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			9	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			8	intra	
kaua	525-16a7	kaua	525-1131			0	intra	
kaua	525-16a7	kaua	525-1131			1	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			6	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
kaua	525-16a7	kaua	525-1131			3	intra	
kaua	525-16a7	kaua	525-1131			10	intra	
kaua	525-16a7	kaua	525-1131			7	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
kaua	525-16a7	kaua	525-1131			4	intra	
