momsp	momid	dadsp1	dadid1	dadsp2	dadid2	sds	type	notes
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			2	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			1	inter	
menz	950442-2	sal	119-44			1	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			3	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			2	inter	
menz	950442-2	sal	119-44			0	inter	
menz	950442-2	sal	119-44			3	inter	
menz	950442-2	sal	84281-53			0	inter	
menz	950442-2	sal	84281-53			0	inter	
menz	950442-2	sal	84281-53			0	inter	
menz	950501	sal	842177-7			0	inter	
menz	950501	sal	842177-7			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			18	inter	
menz	950501-36	sal	842151E			4	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	950501-36	sal	842151E			0	inter	
menz	849122-3	menz	84983A			41	intra	
menz	849122-3	menz	84983A			41	intra	
menz	849122-3	menz	84983A			40	intra	
menz	849122-3	menz	84983A			49	intra	
menz	849122-3	menz	84983A			0	intra	
menz	849122-3	menz	84983A			0	intra	
menz	849122-3	menz	84983A			42	intra	
menz	849122-3	menz	84983A			6	intra	
menz	849122-3	menz	84983A			7	intra	
menz	849122-3	menz	84983A			3	intra	
menz	849122-3	menz	84983A			28	intra	
menz	849122-3	menz	84983A			16	intra	
menz	849122-3	menz	84983A			45	intra	
menz	84917-13	menz	84993C			18	intra	
menz	84917-13	menz	84993C			1	intra	
menz	84917-13	menz	84993C			0	intra	
menz	84917-13	menz	84993C			21	intra	
menz	84917-13	menz	84993C			20	intra	
menz	84917-13	menz	84993C			24	intra	
menz	84917-13	menz	84993C			4	intra	
menz	84917-13	menz	84993C			17	intra	
menz	84917-13	menz	84993C			20	intra	
menz	84917-13	menz	84993C			9	intra	
menz	84917-13	menz	84993C			10	intra	
menz	84917-13	menz	84993C			11	intra	
menz	84993C	menz	84957-39			22	intra	
menz	84993C	menz	84957-39			10	intra	
menz	84993C	menz	84957-39			24	intra	
menz	84993C	menz	84957-39			20	intra	
menz	84993C	menz	84957-39			32	intra	
menz	84993C	menz	84957-39			33	intra	
menz	84993C	menz	84957-39			0	intra	
menz	84993C	menz	84957-39			36	intra	
menz	84993C	menz	84957-39			9	intra	
menz	950406-2	menz	84961A			0	intra	
menz	950406-2	menz	84961A			67	intra	
menz	950406-2	menz	84961A			45	intra	
menz	950406-2	menz	84961A			43	intra	
menz	950406-2	menz	84961A			55	intra	
menz	950406-2	menz	84961A			0	intra	
menz	950406-2	menz	84961A			60	intra	
menz	950406-2	menz	84961A			52	intra	
menz	950406-2	menz	84961A			49	intra	
menz	950406-2	menz	84961A			22	intra	
menz	950406-2	menz	84961A			49	intra	
menz	950406-2	menz	84961A			48	intra	
menz	950406-2	menz	84961A			39	intra	
menz	950406-2	menz	84961A			69	intra	
menz	950406-2	menz	84961A			53	intra	
menz	950406-2	menz	84961A			67	intra	
menz	950406-2	menz	84961A			49	intra	
menz	950429-1	menz	95077-5			53	intra	
menz	950429-1	menz	95077-5			46	intra	
menz	950429-1	menz	95077-5			39	intra	
menz	950429-1	menz	95077-5			46	intra	
menz	950429-1	menz	95077-5			45	intra	
menz	950429-1	menz	95077-5			45	intra	
menz	950429-1	menz	95077-5			40	intra	
menz	950429-1	menz	95077-5			23	intra	
menz	84989E	sal	842108-5	menz	849122-3	31	mixed	
menz	84989E	sal	842108-5	menz	849122-3	33	mixed	
menz	84989E	sal	842108-5	menz	849122-3	3	mixed	
menz	84989E	sal	842108-5	menz	849122-3	7	mixed	
menz	84989E	sal	842108-5	menz	849122-3	3	mixed	
menz	84989E	sal	842108-5	menz	849122-3	6	mixed	
menz	84989E	sal	842108-5	menz	849122-3	14	mixed	
menz	84989E	sal	842108-5	menz	849122-3	30	mixed	
menz	84989E	sal	842108-5	menz	849122-3	37	mixed	
menz	84989E	sal	842108-5	menz	849122-3	31	mixed	
menz	84989E	sal	842108-5	menz	849122-3	29	mixed	
menz	84989E	sal	842108-5	menz	849122-3	31	mixed	
menz	84989E	sal	842108-5	menz	849122-3	29	mixed	
menz	84989E	sal	842108-5	menz	849122-3	34	mixed	
menz	84989E	sal	842108-5	menz	849122-3	16	mixed	
menz	84989E	sal	842108-5	menz	849122-3	35	mixed	
menz	84989E	sal	842108-5	menz	849122-3	0	mixed	
menz	84989E	sal	842108-5	menz	849122-3	9	mixed	
menz	84989E	sal	842108-5	menz	849122-3	29	mixed	
menz	84989E	sal	842108-5	menz	849122-3	26	mixed	
menz	84989E	sal	842108-5	menz	849122-3	33	mixed	
menz	84989E	sal	842108-5	menz	849122-3	30	mixed	
menz	84989E	sal	842108-5	menz	849122-3	26	mixed	
menz	84989E	sal	842108-5	menz	849122-3	26	mixed	
menz	84989E	sal	842108-5	menz	849122-3	33	mixed	
menz	84989E	sal	842108-5	menz	849122-3	36	mixed	
menz	84989E	sal	842108-5	menz	849122-3	22	mixed	
menz	84989E	sal	842108-5	menz	849122-3	27	mixed	
menz	84989E	sal	842108-5	menz	849122-3	32	mixed	
menz	84989E	sal	842108-5	menz	849122-3	22	mixed	
menz	84989E	sal	842108-5	menz	849122-3	25	mixed	
menz	84989E	sal	842108-5	menz	849122-3	31	mixed	
menz	84989E	sal	842108-5	menz	849122-3	32	mixed	
menz	84989E	sal	842108-5	menz	849122-3	24	mixed	
menz	84989E	sal	842108-5	menz	849122-3	16	mixed	
menz	84989E	sal	842108-5	menz	849122-3	32	mixed	
menz	84989E	sal	842108-5	menz	849122-3	22	mixed	
menz	84989E	sal	842108-5	menz	849122-3	15	mixed	
menz	84989E	sal	842108-5	menz	849122-3	25	mixed	
menz	849122-3	sal	842139-56	menz	84961A	39	mixed	
menz	849122-3	sal	842139-56	menz	84961A	31	mixed	
menz	849122-3	sal	842139-56	menz	84961A	28	mixed	
menz	849122-3	sal	842139-56	menz	84961A	10	mixed	
menz	849122-3	sal	842139-56	menz	84961A	6	mixed	
menz	849122-3	sal	842139-56	menz	84961A	20	mixed	
menz	849122-3	sal	842139-56	menz	84961A	37	mixed	
menz	849122-3	sal	842139-56	menz	84961A	35	mixed	
menz	849122-3	sal	842139-56	menz	84961A	43	mixed	
menz	849122-3	sal	842139-56	menz	84961A	42	mixed	
menz	849122-3	sal	842139-56	menz	84961A	29	mixed	
menz	849122-3	sal	842139-56	menz	84961A	38	mixed	
menz	849122-3	sal	842139-56	menz	84961A	37	mixed	
menz	849122-3	sal	842139-56	menz	84961A	0	mixed	
menz	849122-3	sal	842139-56	menz	84961A	25	mixed	
menz	849122-3	sal	842139-56	menz	84961A	0	mixed	
menz	849122-3	sal	842139-56	menz	84961A	3	mixed	
menz	849122-3	sal	842139-56	menz	84961A	42	mixed	
menz	849122-3	sal	842139-56	menz	84961A	23	mixed	
menz	849122-3	sal	842139-56	menz	84961A	10	mixed	
menz	849122-3	sal	842139-56	menz	84961A	17	mixed	
menz	849122-3	sal	842139-56	menz	84961A	3	mixed	
menz	849122-3	sal	842139-56	menz	84961A	0	mixed	
menz	849122-3	sal	842139-56	menz	84961A	16	mixed	
menz	849122-3	sal	842139-56	menz	84961A	11	mixed	
menz	849122-3	sal	842139-56	menz	84961A	41	mixed	
menz	849122-3	sal	842139-56	menz	84961A	41	mixed	
menz	849122-3	sal	842139-56	menz	84961A	27	mixed	
menz	849122-3	sal	842139-56	menz	84961A	41	mixed	
menz	849122-3	sal	842139-56	menz	84961A	43	mixed	
menz	849122-3	sal	842139-56	menz	84961A	44	mixed	
menz	849122-3	sal	842139-56	menz	84961A	41	mixed	
menz	849122-3	sal	842139-56	menz	84961A	42	mixed	
menz	849122-3	sal	842139-56	menz	84961A	39	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	31	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	28	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	25	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	24	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	11	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	23	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	6	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	20	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	15	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	22	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	8	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	9	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	8	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	16	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	13	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	1	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	12	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	34	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	29	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	20	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	24	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	22	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	28	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	14	mixed	
menz	8494-17	sal	842108-5	menz	849122-3	3	mixed	
menz	8494-17	sal	842108-5	menz	84961A	27	mixed	
menz	8494-17	sal	842108-5	menz	84961A	28	mixed	
menz	8494-17	sal	842108-5	menz	84961A	20	mixed	
menz	8494-17	sal	842108-5	menz	84961A	33	mixed	
menz	8494-17	sal	842108-5	menz	84961A	0	mixed	
menz	8494-17	sal	842108-5	menz	84961A	3	mixed	
menz	8494-17	sal	842108-5	menz	84961A	1	mixed	
menz	8494-17	sal	842108-5	menz	84961A	9	mixed	
menz	8494-17	sal	842108-5	menz	84961A	1	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	19	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	26	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	19	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	9	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	4	mixed	
menz	84957-39	sal	842201-46	menz	950427-30	13	mixed	
