crossid	plantid	cross.manual	block1	blockAB	collect.date	regression	flrs	inflo.e	inflo	weigh.date	inflo.biomass.g	initials	check.initials	check.date	comments	use.inflo	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	fullcross	edits	sxc	sxcxm	mompid	dadpid	smompop
179	7	KK	2	B	2017-01-20	Infls-Rplt	NA	2	3	2017-07-21	0.435	SS	SZ	2017-08-31	NA	NA	1235	316	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
179	7	KK	2	B	2017-01-20	Regress	79	1	NA	2017-07-21	0.69	SS	SZ	2017-08-31	NA	NA	1236	316	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
179	8	KK	2	B	2017-02-17	Infls-Rplt	NA	1	2	2017-07-25	0.94	SS	SZ	2017-08-31	NA	NA	1237	344	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
179	8	KK	2	B	2017-02-17	Regress	593	1	NA	2017-07-25	1.362	SS	SZ	2017-08-31	NA	NA	1238	344	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
179	9	KK	2	B	2017-02-18	No R	NA	2	2	2017-05-10	3.049	SS	SZ	2017-08-31	NA	NA	1239	345	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
179	10	KK	2	B	2017-02-21	No R	NA	3	3	2017-07-21	3.772	SS	SZ	2017-08-31	NA	NA	1240	348	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
180	1	KK	2	B	2017-02-19	No R	NA	1	1	2017-07-24	0.903	SS	SZ	2017-08-31	NA	NA	1241	346	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	2	KK	2	B	2017-02-22	No R	NA	4	4	2017-05-19	4.48	SS	SZ	2017-08-31	NA	NA	1242	349	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	3	KK	2	B	2016-12-21	Infls-Rplt	NA	2	3	2017-05-11	2.904	SS	SZ	2017-08-31	NA	NA	1243	286	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	3	KK	2	B	2016-12-21	Regress	89	1	NA	2017-05-11	0.302	SS	SZ	2017-08-31	NA	NA	1244	286	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	4	KK	2	B	2017-01-11	Infls-Rplt	NA	3	4	2017-07-17	4.31	SS	SZ	2017-08-31	NA	NA	1245	307	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	4	KK	2	B	2017-01-11	Regress	424	1	NA	2017-07-17	1.256	SS	SZ	2017-08-31	NA	NA	1246	307	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	5	KK	2	B	2017-02-05	No R	NA	4	4	2017-05-30	4.744	SS	SZ	2017-08-31	NA	NA	1247	332	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	7	KK	2	B	2017-02-21	No R	NA	2	2	2017-07-20	2.625	SS	SZ	2017-08-31	NA	NA	1248	348	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	9	KK	2	B	2016-12-09	Regress	442	1	1	2017-06-08	1.577	SS	SZ	2017-08-31	""only 1 inflo total""	NA	1249	274	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	10	KK	2	B	2017-01-26	No R	NA	4	4	2017-07-05	2.197	SS	SZ	2017-08-31	NA	NA	1250	322	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	11	KK	2	B	2017-02-22	No R	NA	3	3	2017-06-30	3.123	SS	SZ	2017-08-31	NA	NA	1251	349	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	12	KK	2	B	2017-02-19	No R	NA	NA	NA	2017-07-24	2.31	SS	SS	2017-09-13	N inflo cannot be determined	NA	1252	346	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	13	KK	2	B	2017-01-26	Infls-Rplt	NA	4	5	2017-07-06	3.081	SS	SZ	2017-08-31	NA	NA	1253	322	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
180	13	KK	2	B	2017-01-26	Regress	273	1	NA	2017-07-06	0.832	SS	SZ	2017-08-31	NA	NA	1254	322	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
181	2	KK	2	B	2017-01-30	Infls-Rplt	NA	1	2	2017-07-05	0.177	SS	SZ	2017-08-31	NA	NA	1255	326	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	2	KK	2	B	2017-01-30	Regress	99	1	NA	2017-07-05	0.367	SS	SZ	2017-08-31	NA	NA	1256	326	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	3	KK	2	B	2017-02-12	No R	NA	1	1	2017-07-20	1.636	SS	SZ	2017-08-31	NA	NA	1257	339	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	4	KK	2	B	2016-12-21	Infls-Rplt	NA	3	4	2017-05-17	3.881	SS	SZ	2017-08-31	NA	NA	1258	286	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	4	KK	2	B	2016-12-21	Regress	231	1	NA	2017-05-17	0.624	SS	SZ	2017-08-31	NA	NA	1259	286	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	5	KK	2	B	2016-12-07	No R	NA	5	5	2017-06-29	4.549	SS	SZ	2017-08-31	NA	NA	1260	272	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	6	KK	2	B	2017-01-30	No R	NA	4	4	2017-07-05	2.962	SS	SZ	2017-08-31	NA	NA	1261	326	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	7	KK	2	B	2017-02-10	Infls-Rplt	NA	3	4	2017-07-19	2.946	SS	SZ	2017-08-31	NA	NA	1262	337	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	7	KK	2	B	2017-02-10	Regress	376	1	NA	2017-07-19	1.055	SS	SZ	2017-08-31	NA	NA	1263	337	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	9	KK	2	B	2017-02-22	No R	NA	1	1	2017-07-20	0.906	SS	SZ	2017-08-31	checked SS 8/30	NA	1264	349	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	10	KK	2	B	2017-02-17	No R	NA	3	3	2017-07-25	0.403	SS	SZ	2017-08-31	NA	NA	1265	344	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	11	KK	2	B	2017-02-18	No R	NA	6	6	2017-05-10	4.106	SS	SZ	2017-08-31	NA	NA	1266	345	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	12	KK	2	B	2017-02-12	Infls-Rplt	NA	2	3	2017-07-19	1.614	SS	SZ	2017-08-31	NA	NA	1267	339	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	12	KK	2	B	2017-02-12	Regress	167	1	NA	2017-07-19	0.473	SS	SZ	2017-08-31	NA	NA	1268	339	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	13	KK	2	B	2017-01-31	Infls-Rplt	NA	1	2	2017-07-07	1.388	SS	AK	2017-09-05	NA	NA	1269	327	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	13	KK	2	B	2017-01-31	Regress	220	1	NA	2017-07-07	0.858	SS	AK	2017-09-05	NA	NA	1270	327	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	14	KK	2	B	2017-02-03	Infls-Rplt	NA	2	3	2017-07-06	0.9	SS	AK	2017-09-05	NA	NA	1271	330	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
181	14	KK	2	B	2017-02-03	Regress	172	1	NA	2017-07-06	0.753	SS	AK	2017-09-05	NA	NA	1272	330	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
182	1	KK	2	B	2017-02-19	No R	NA	2	2	2017-07-21	0.553	SS	AK	2017-09-05	NA	NA	1273	346	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	2	KK	2	B	2017-02-13	No R	NA	4	4	2017-07-19	2.939	SS	AK	2017-09-05	NA	NA	1274	340	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	3	KK	2	B	2016-12-22	Infls-Rplt	NA	2	3	2017-05-11	1.177	SS	AK	2017-09-05	NA	NA	1275	287	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	3	KK	2	B	2016-12-22	Regress	380	1	NA	2017-05-11	1.259	SS	AK	2017-09-05	NA	NA	1276	287	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	4	KK	2	B	2017-02-10	No R	NA	3	3	2017-07-19	3.238	SS	AK	2017-09-05	NA	NA	1277	337	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	5	KK	2	B	2017-02-10	No R	NA	2	2	2017-07-14	0.79	SS	AK	2017-09-05	NA	NA	1278	337	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	6	KK	2	B	2017-02-16	No R	NA	3	3	2017-06-29	2.336	SS	AK	2017-09-05	NA	NA	1279	343	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	7	KK	2	B	2017-01-20	No R	NA	5	5	2017-07-11	2.934	SS	AK	2017-09-05	NA	NA	1280	316	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	8	KK	2	B	2017-02-02	NA	NA	NA	NA	2017-05-30	2.275	SS	NA	NA	same ID as below	NA	1281	329	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	8	KK	2	B	2017-02-02	NA	NA	NA	NA	2017-05-30	3.404	SS	NA	NA	same ID as above	NA	1282	329	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	9	KK	2	B	2017-01-26	Infls-Rplt	NA	2	3	2017-07-06	3.002	SS	AK	2017-09-05	NA	NA	1283	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	9	KK	2	B	2017-01-26	Regress	481	1	NA	2017-07-06	1.633	SS	AK	2017-09-05	NA	NA	1284	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	10	KK	2	B	2017-02-14	No R	NA	4	4	2017-07-18	3.385	SS	AK	2017-09-05	NA	NA	1285	341	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	11	KK	2	B	2017-02-21	No R	NA	2	2	2017-07-21	1.999	SS	AK	2017-09-05	NA	NA	1286	348	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	12	KK	2	B	2017-02-12	Infls-Rplt	NA	4	5	2017-07-17	1.289	SS	AK	2017-09-05	added +1R on env.	NA	1287	339	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	12	KK	2	B	2017-02-12	Regress	695	1	NA	2017-07-19	1.684	SS	AK	2017-09-05	NA	NA	1288	339	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	13	KK	2	B	2017-02-17	No R	NA	2	2	2017-07-20	1.712	SS	AK	2017-09-05	NA	NA	1289	344	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	14	KK	2	B	2017-02-10	Infls-Rplt	NA	3	4	2017-07-14	1.971	SS	AK	2017-09-05	NA	NA	1290	337	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	14	KK	2	B	2017-02-10	Regress	72	1	NA	2017-07-14	0.589	SS	AK	2017-09-05	NA	NA	1291	337	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	15	KK	2	B	2017-01-26	Infls-Rplt	NA	3	4	2017-07-06	1.246	SS	AK	2017-09-05	NA	NA	1292	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	15	KK	2	B	2017-01-26	backup R	NA	1	NA	2017-07-06	1.6	SS	AK	2017-09-05	NA	NA	1293	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	16	KK	2	B	2017-01-13	Infls-Rplt	NA	2	3	2017-05-24	2.294	SS	AK	2017-09-05	NA	NA	1294	309	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	16	KK	2	B	2017-01-13	Regress	227	1	NA	2017-05-24	0.871	SS	AK	2017-09-05	NA	NA	1295	309	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	17	KK	2	B	2017-02-13	No R	NA	6	6	2017-07-19	5.719	SS	AK	2017-09-05	NA	NA	1296	340	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	18	KK	2	B	2017-01-12	No R	NA	2	2	2017-07-17	3.71	SS	AK	2017-09-05	NA	NA	1297	308	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	19	KK	2	B	2017-02-16	No R	NA	8	8	2017-07-21	4.042	SS	AK	2017-09-05	NA	NA	1298	343	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
182	20	KK	2	B	2017-02-05	No R	NA	5	5	2017-06-07	5.227	SS	AK	2017-09-05	NA	NA	1299	332	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	NA	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
183	2	KK	14	NA	2017-02-14	No R	NA	1	1	2017-07-19	3.793	SS	AK	2017-09-05	NA	NA	1300	341	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	3	KK	14	NA	2017-02-19	No R	NA	5	5	2017-07-24	1.375	SS	AK	2017-09-05	NA	NA	1301	346	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	4	KK	14	NA	2017-02-22	No R	NA	4	4	2017-07-05	2.357	SS	AK	2017-09-05	NA	NA	1302	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	5	KK	14	NA	2017-02-03	No R	NA	2	2	2017-07-06	0.904	SS	AK	2017-09-05	NA	NA	1303	330	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	6	KK	14	NA	2017-02-16	No R	NA	2	2	2017-07-24	4.669	SS	AK	2017-09-05	NA	NA	1304	343	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	7	KK	14	NA	2017-02-13	Infls-Rplt	NA	3	4	2017-07-19	4.384	SS	AK	2017-09-05	NA	NA	1305	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	7	KK	14	NA	2017-02-13	Regress	1004	1	NA	2017-07-19	2.324	SS	AK	2017-09-05	NA	NA	1306	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	8	KK	14	NA	2017-02-22	No R	NA	3	3	2017-07-20	2.778	SS	AK	2017-09-05	NA	NA	1307	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	9	KK	14	NA	2017-01-13	Infls-Rplt	NA	1	2	2017-05-24	0.055	SS	AK	2017-09-05	NA	NA	1308	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	9	KK	14	NA	2017-01-13	Regress	65	1	NA	2017-05-24	0.27	SS	AK	2017-09-05	NA	NA	1309	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	10	KK	14	NA	2017-02-22	No R	NA	2	2	2017-07-20	0.528	SS	AK	2017-09-05	NA	NA	1310	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	11	KK	14	NA	2017-02-13	No R	NA	3	3	2017-07-19	3.327	SS	AK	2017-09-05	NA	NA	1311	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	12	KK	14	NA	2017-02-22	Infls-Rplt	NA	1	2	2017-07-20	0.356	SS	AK	2017-09-05	NA	NA	1312	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	12	KK	14	NA	2017-02-22	Regress	129	1	NA	2017-07-20	0.355	SS	AK	2017-09-05	NA	NA	1313	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	13	KK	14	NA	2017-02-08	Regress	357	1	NA	2017-07-20	1.227	SS	AK	2017-09-05	NA	NA	1315	335	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	14	KK	14	NA	2017-02-19	No R	NA	3	3	2017-06-29	3.158	SS	AK	2017-09-05	NA	NA	1316	346	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	15	KK	14	NA	2016-12-14	No R	NA	4	4	2017-05-25	4.8	SS	AK	2017-09-05	check collection date, 12/19?	NA	1317	279	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	16	KK	14	NA	2017-01-13	Infls-Rplt	NA	3	4	2017-05-24	0.311	SS	AK	2017-09-05	NA	NA	1318	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	16	KK	14	NA	2017-01-13	Regress	26	1	NA	2017-05-24	0.147	SS	AK	2017-09-05	NA	NA	1319	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	17	KK	14	NA	NA	No R	NA	3	3	2017-07-20	2.402	SS	AK	2017-09-05	no collection date	NA	1320	NA	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	18	KK	14	NA	2017-02-13	Infls-Rplt	NA	5	6	2017-07-18	3.385	SS	AK	2017-09-05	NA	NA	1321	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
183	18	KK	14	NA	2017-02-13	Regress	824	1	NA	2017-07-18	1.639	SS	AK	2017-09-05	NA	NA	1322	340	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
184	1	KK	14	NA	2017-02-13	No R	NA	2	2	2017-07-18	1.298	SS	AK	2017-09-05	NA	NA	1323	340	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	2	KK	14	NA	2017-02-10	Infls-Rplt	NA	2	3	2017-07-19	0.672	SS	AK	2017-09-05	NA	NA	1324	337	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	2	KK	14	NA	2017-02-10	Regress	86	1	NA	2017-07-19	0.457	SS	AK	2017-09-05	NA	NA	1325	337	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	3	KK	14	NA	2017-02-22	Infls-Rplt	NA	2	3	2017-07-20	1.603	SS	AK	2017-09-05	NA	NA	1326	349	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	3	KK	14	NA	2017-02-22	Regress	393	1	NA	2017-07-20	1.506	SS	AK	2017-09-05	NA	NA	1327	349	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	4	KK	14	NA	2017-02-18	No R	NA	2	2	2017-06-30	2.38	SS	AK	2017-09-05	NA	NA	1328	345	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
184	7	KK	14	NA	2017-02-19	No R	NA	4	4	2017-07-24	2.565	SS	AK	2017-09-05	NA	NA	1329	346	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	NA	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
