dadgeneration	momgeneration	linenum	momfullcross	mommompop	mommomid	momdadpop	momdadid	dadfullcross	dadmompop	dadmomid	daddadpop	dadadid	crosstype	viable.seeds	comments	capsule.formed	mompop	momid	dadpop	dadid	generation	mommomsp	momdadsp	dadmomsp	daddadsp	momsp	dadsp	momcross	dadcross	momdadcross
P	F	611	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	8	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	612	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	615	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	616	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	617	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	618	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	620	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	1	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	621	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	622	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	6	NA	TRUE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	623	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	8	NA	TRUE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	624	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	5	NA	TRUE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	625	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	7	NA	TRUE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	626	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	4	NA	TRUE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	627	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	892-10	NA	NA	NA	NA	FK	8	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	629	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	892-10	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	630	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	892-10	NA	NA	NA	NA	FK	0	JP: fixed crosstype from FH to FK	FALSE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	631	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	892-10	NA	NA	NA	NA	FK	0	JP: fixed crosstype from FH to FK	FALSE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	633	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	879-2-2	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	634	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	879-2-2	NA	NA	NA	NA	FH	4	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	635	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	879-2-2	NA	NA	NA	NA	FH	5	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	636	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	879-2-2	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	637	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	892-1	NA	NA	NA	NA	FK	12	NA	TRUE	NA	NA	892WKG	1	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	638	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	892-1	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	892WKG	1	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	639	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	892-1	NA	NA	NA	NA	FK	4	NA	TRUE	NA	NA	892WKG	1	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	640	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	892-1	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	892WKG	1	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	641	879-10-1 x 892-3ID9	879WKG	10-1	892WKG	3ID9	892-1	NA	NA	NA	NA	FK	4	NA	TRUE	NA	NA	892WKG	1	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	646	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	647	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	648	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	650	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	652	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	653	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	654	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	655	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	656	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	658	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	659	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	660	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	4	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	661	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	662	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	666	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	667	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	4	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	668	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	6	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	675	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	679	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	6	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	685	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A	NA	NA	NA	NA	FK	7	NA	TRUE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	686	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A	NA	NA	NA	NA	FK	5	NA	TRUE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	687	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A	NA	NA	NA	NA	FK	4	NA	TRUE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	688	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	699	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-10-1	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	700	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-10-1	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	701	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-10-1	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	702	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-10-1	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	706	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	904-5	NA	NA	NA	NA	FK	7	NA	TRUE	NA	NA	904WPG	5	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	707	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	904-5	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	5	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	708	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	904-5	NA	NA	NA	NA	FK	2	NA	TRUE	NA	NA	904WPG	5	FP	hook	kaal	NA	NA	NA	kaal	HK	K	HK x K
P	F	719	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	5	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	721	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	1	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	722	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	723	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	879-2-2	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	2-2	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	725	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	4	JP: fixed crosstype from HF to FH	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	726	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	727	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	728	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	733	879-10-1 x 904-3ID1	879WKG	10-1	904WPG	3ID1	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	738	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	2	JP: fixed crosstype from FF to FK	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	739	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	744	904-2 x 879-2-2ID4	904WPG	2	879WKG	2-2ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	745	904-2 x 879-2-2ID4	904WPG	2	879WKG	2-2ID4	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	746	904-2 x 879-2-2ID4	904WPG	2	879WKG	2-2ID4	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	747	904-2 x 879-2-2ID4	904WPG	2	879WKG	2-2ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	748	904-2 x 879-2-2ID4	904WPG	2	879WKG	2-2ID4	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	757	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	759	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	760	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-7	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	7	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	765	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	879-10-1	NA	NA	NA	NA	FH	8	NA	TRUE	NA	NA	879WKG	10-1	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	766	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	767	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	8	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	768	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	2	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	769	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	4	JP: fixed crosstype from FF to FK	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	778	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	8	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	779	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	9	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	780	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	3	NA	TRUE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	781	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-10	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	892WKG	10	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	783	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	784	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	785	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	786	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2	NA	NA	NA	NA	FK	2	NA	TRUE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	787	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	788	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	789	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	790	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-2-2	NA	NA	NA	NA	FH	1	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	841	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	842	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	843	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	844	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	845	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	3587WP	A	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	846	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	847	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	848	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-59/14/15	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	59/14/15	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	849	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	850	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	851	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	853	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-2-2	NA	NA	NA	NA	FH	5	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	854	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	904-2	NA	NA	NA	NA	FK	1	NA	TRUE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	855	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	904-2	NA	NA	NA	NA	FK	0	NA	FALSE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	856	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	904-2	NA	NA	NA	NA	FK	9	NA	TRUE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	857	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	904-2	NA	NA	NA	NA	FK	11	NA	TRUE	NA	NA	904WPG	2	FP	kaal	hook	NA	NA	NA	kaal	KH	K	KH x K
P	F	858	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	4	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	860	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	1	NA	TRUE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	861	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	2-2	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	862	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	863	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	2	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	864	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	0	NA	FALSE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	865	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	10-1	FP	hook	kaal	NA	NA	NA	hook	HK	H	HK x H
P	F	872	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	879-10-1	NA	NA	NA	NA	FH	10	NA	TRUE	NA	NA	879WKG	10-1	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
P	F	873	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	879-10-1	NA	NA	NA	NA	FH	3	NA	TRUE	NA	NA	879WKG	10-1	FP	kaal	hook	NA	NA	NA	hook	KH	H	KH x H
