dadgeneration	momgeneration	linenum	momfullcross	mommompop	mommomid	momdadpop	momdadid	dadfullcross	dadmompop	dadmomid	daddadpop	dadadid	crosstype	viable.seeds	comments	capsule.formed	mompop	momid	dadpop	dadid	generation	mommomsp	momdadsp	dadmomsp	daddadsp	momsp	dadsp	momcross	dadcross	momdadcross
P	P	2225	879-2-2	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	3	NA	TRUE	879WKG	2-2	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2226	879-2-2	NA	NA	NA	NA	879	NA	NA	NA	NA	HHwithin	0	NA	FALSE	879WKG	2-2	879WKG	NA	PP	NA	NA	NA	NA	hook	hook	H	H	H x H
P	P	2227	879-10-1	NA	NA	NA	NA	3587	NA	NA	NA	NA	HK	0	NA	FALSE	879WKG	10-1	3587WP	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2228	879-10-1	NA	NA	NA	NA	794	NA	NA	NA	NA	HHbetween	1	NA	TRUE	879WKG	10-1	WK	NA	PP	NA	NA	NA	NA	hook	hook	H	H	H x H
P	P	2229	879-3-8	NA	NA	NA	NA	3587	NA	NA	NA	NA	HK	0	NA	FALSE	879WKG	3-8	3587WP	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2230	879-N-5	NA	NA	NA	NA	3587	NA	NA	NA	NA	HK	0	NA	FALSE	879WKG	N-5	3587WP	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2232	794-6	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	12	NA	TRUE	WK	6	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2233	879-10-1	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	3	NA	TRUE	879WKG	10-1	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2234	794-5	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	2	NA	TRUE	WK	5	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2235	794-5	NA	NA	NA	NA	879	NA	NA	NA	NA	HHbetween	19	NA	TRUE	WK	5	879WKG	NA	PP	NA	NA	NA	NA	hook	hook	H	H	H x H
P	P	2236	794-2	NA	NA	NA	NA	904	NA	NA	NA	NA	HK	0	NA	FALSE	WK	2	904WPG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2237	794-2	NA	NA	NA	NA	794	NA	NA	NA	NA	HHwithin	7	NA	TRUE	WK	2	WK	NA	PP	NA	NA	NA	NA	hook	hook	H	H	H x H
P	P	2238	794-2	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	0	NA	FALSE	WK	2	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2239	794-4	NA	NA	NA	NA	892	NA	NA	NA	NA	HK	4	NA	TRUE	WK	4	892WKG	NA	PP	NA	NA	NA	NA	hook	kaal	H	K	H x K
P	P	2241	3587-C	NA	NA	NA	NA	892	NA	NA	NA	NA	KKbetween	7	NA	TRUE	3587WP	C	892WKG	NA	PP	NA	NA	NA	NA	kaal	kaal	K	K	K x K
P	P	2242	3587-C	NA	NA	NA	NA	879	NA	NA	NA	NA	KH	0	NA	FALSE	3587WP	C	879WKG	NA	PP	NA	NA	NA	NA	kaal	hook	K	H	K x H
P	P	2245	3587-1	NA	NA	NA	NA	3587	NA	NA	NA	NA	KKwithin	5	NA	TRUE	3587WP	1	3587WP	NA	PP	NA	NA	NA	NA	kaal	kaal	K	K	K x K
P	P	2246	3587-1	NA	NA	NA	NA	794	NA	NA	NA	NA	KH	2	NA	TRUE	3587WP	1	WK	NA	PP	NA	NA	NA	NA	kaal	hook	K	H	K x H
P	P	2249	3587-7	NA	NA	NA	NA	3587	NA	NA	NA	NA	KKwithin	15	NA	TRUE	3587WP	7	3587WP	NA	PP	NA	NA	NA	NA	kaal	kaal	K	K	K x K
P	P	2250	3587-7	NA	NA	NA	NA	879	NA	NA	NA	NA	KH	14	NA	TRUE	3587WP	7	879WKG	NA	PP	NA	NA	NA	NA	kaal	hook	K	H	K x H
P	P	2251	3587-14	NA	NA	NA	NA	866	NA	NA	NA	NA	KH	10	NA	TRUE	3587WP	14	WK	NA	PP	NA	NA	NA	NA	kaal	hook	K	H	K x H
P	P	2252	3587-14	NA	NA	NA	NA	879	NA	NA	NA	NA	KH	4	NA	TRUE	3587WP	14	879WKG	NA	PP	NA	NA	NA	NA	kaal	hook	K	H	K x H
