index,page,species,pop,source,plant_id,sex,habitat,viable_seeds,inviable_seeds,notes,notes2,notes3,notes4,notes5
1108,5,S.memb,864,GH,10,H,M,7,0,SD-double checked,864-10 x 864-7,,,
1109,5,S.memb,864,GH,10,H,M,5,0,SD-double checked,864-10 x 864-7,,,
1110,5,S.memb,864,GH,10,H,M,5,0,SD-double checked,864-10 x 864-7,,,
1111,5,S.memb,864,GH,10,H,M,7,0,SD-double checked,864-10 x 864-7,,,
1112,5,S.memb,864,GH,10,H,M,10,0,SD-double checked,864-10 x 864-7,,,
1113,5,S.memb,864,GH,10,H,M,6,0,SD-double checked,864-10 x 864-7,,,
1114,6,S.memb,864,GH,18,H,M,9,0,SD-double checked,864 18 x 6,,,
1115,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1116,6,S.memb,864,GH,18,H,M,8,0,SD-double checked,864 18 x 6,,,
1117,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1118,6,S.memb,864,GH,18,H,M,1,0,SD-double checked,864 18 x 6,,,
1119,6,S.memb,864,GH,18,H,M,3,0,SD-double checked,864 18 x 6,,,
1120,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1121,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1122,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1123,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1124,6,S.memb,864,GH,18,H,M,10,0,SD-double checked,864 18 x 6,,,
1125,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1126,6,S.memb,864,GH,18,H,M,4,0,SD-double checked,864 18 x 6,,,
1127,6,S.memb,864,GH,18,H,M,9,0,SD-double checked,864 18 x 6,,,
1128,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1129,6,S.memb,864,GH,18,H,M,2,0,SD-double checked,864 18 x 6,,,
1130,6,S.memb,864,GH,18,H,M,3,0,SD-double checked,864 18 x 6,,,
1131,6,S.memb,864,GH,18,H,M,1,0,SD-double checked,864 18 x 6,,,
1132,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1133,6,S.memb,864,GH,18,H,M,10,0,SD-double checked,864 18 x 6,,,
1134,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1135,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1136,6,S.memb,864,GH,18,H,M,4,0,SD-double checked,864 18 x 6,,,
1137,6,S.memb,864,GH,18,H,M,8,0,SD-double checked,864 18 x 6,,,
1138,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1139,6,S.memb,864,GH,18,H,M,1,0,SD-double checked,864 18 x 6,,,
1140,6,S.memb,864,GH,18,H,M,2,0,SD-double checked,864 18 x 6,,,
1141,6,S.memb,864,GH,18,H,M,5,0,SD-double checked,864 18 x 6,,,
1142,6,S.memb,864,GH,18,H,M,8,0,SD-double checked,864 18 x 6,,,
1143,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1144,6,S.memb,864,GH,18,H,M,1,0,SD-double checked,864 18 x 6,,,
1145,6,S.memb,864,GH,18,H,M,9,0,SD-double checked,864 18 x 6,,,
1146,6,S.memb,864,GH,18,H,M,6,0,SD-double checked,864 18 x 6,,,
1147,6,S.memb,864,GH,18,H,M,7,0,SD-double checked,864 18 x 6,,,
1148,2,S.menz,849,Source?,1.01,sex?,D,52,0,SD-double checked,849 1-1 x 1-3,,Could probably be replaced with data from Ann Rankin's inbreeding depression study.  The plants used to produce seed are all from 2 plants in the field,
1149,3,S.menz,849,GH,1.1,H,D,49,3,SD-double checked,849 1-1 x 1-10,,,
1150,3,S.menz,849,GH,1.1,H,D,56,1,SD-double checked,849 1-1 x1-10,,,
1151,3,S.menz,849,GH,1.1,H,D,54,3,SD-double checked,849 1-1 x1-10,,,
1152,3,S.menz,849,GH,1.1,H,D,49,0,SD-double checked,849 1-1 x1-10,,,
1153,3,S.menz,849,GH,1.1,H,D,54,3,SD-double checked,849 1-1 x1-10,,,
1154,3,S.menz,849,GH,1.1,H,D,51,2,SD-double checked,849 1-1 x1-10,,,
1155,3,S.menz,849,GH,1.1,H,D,34,3,SD-double checked,849 1-1 x1-10,,,
1156,3,S.menz,849,GH,1.1,H,D,45,0,SD-double checked,849 1-1 x1-10,,,
1157,3,S.menz,849,GH,1.1,H,D,46,2,SD-double checked,849 1-1 x1-10,,,
1158,3,S.menz,849,GH,1.1,H,D,49,0,SD-double checked,849 1-1 x1-10,,,
1159,3,S.menz,849,GH,1.1,H,D,44,0,SD-double checked,849 1-1 x1-10,,,
1160,3,S.menz,849,GH,1.1,H,D,39,2,SD-double checked,849 1-1 x1-10,,,
1161,3,S.menz,849,GH,1.1,H,D,42,1,SD-double checked,849 1-1 x1-10,,,
1162,3,S.menz,849,GH,1.1,H,D,29,1,SD-double checked,849 1-1 x1-10,,,
1163,3,S.menz,849,GH,1.1,H,D,39,1,SD-double checked,849 1-1 x1-10,,,
1164,4,S.menz,849,GH,1.1,H,D,42,0,SD-double checked,849 1-1 x 2-2,,,
1165,4,S.menz,849,GH,1.1,H,D,53,1,SD-double checked,849 1-1 x 2-2,,,
1166,4,S.menz,849,GH,1.1,H,D,52,1,SD-double checked,849 1-1 x 2-2,,,
1167,4,S.menz,849,GH,1.1,H,D,56,0,SD-double checked,849 1-1 x 2-2,,,
1168,4,S.menz,849,GH,1.1,H,D,13,1,SD-double checked,849 1-1 x 2-2,,,
1169,5,S.menz,849,GH,1.3,H,D,41,0,SD-double checked,849 1-3 x 1-1,,,
1170,5,S.menz,849,GH,1.3,H,D,50,5,SD-double checked,849 1-3 x 1-1,,,
1171,5,S.menz,849,GH,1.3,H,D,39,1,SD-double checked,849 1-3 x 1-1,,,
1172,5,S.menz,849,GH,1.3,H,D,44,1,SD-double checked,849 1-3 x 1-1,,,
1173,5,S.menz,849,GH,1.3,H,D,42,7,SD-double checked,849 1-3 x 1-1,,,
1174,5,S.menz,849,GH,1.3,H,D,65,2,SD-double checked,849 1-3 x 1-1,,,
1175,5,S.menz,849,GH,1.3,H,D,59,4,SD-double checked,849 1-3 x 1-1,,,
1176,5,S.menz,849,GH,1.3,H,D,41,2,SD-double checked,849 1-3 x 1-1,,,
1177,5,S.menz,849,GH,1.3,H,D,48,3,SD-double checked,849 1-3 x 1-1,,,
1178,5,S.menz,849,GH,1.3,H,D,61,0,SD-double checked,849 1-3 x 1-1,,,
1179,5,S.menz,849,GH,1.3,H,D,43,4,SD-double checked,849 1-3 x 1-1,,,
1180,6,S.menz,849,GH,1.3,H,D,21,1,SD-double checked,849 1-3 x 1-6,,,
1181,6,S.menz,849,GH,1.3,H,D,26,1,SD-double checked,849 1-3 x 1-6,,,
1182,7,S.menz,849,GH,1.4,H,D,24,0,SD-double checked,,,,
1183,7,S.menz,849,GH,1.4,H,D,11,4,SD-double checked,,,,
1184,7,S.menz,849,GH,1.4,H,D,27,0,SD-double checked,Immature ,,,
1185,7,S.menz,849,GH,1.4,H,D,18,0,SD-double checked,Immature ,,,
1186,7,S.menz,849,GH,1.4,H,D,13,1,SD-double checked,,,,
1187,7,S.menz,849,GH,1.4,H,D,15,0,SD-double checked,,,,
1188,8,S.menz,849,GH,1.6,H,D,52,2,SD-double checked,1 One lost 849 1-6 x 1-3,,,
1189,8,S.menz,849,GH,1.6,H,D,36,1,SD-double checked,849 1-6 x 1-3,,,
1190,8,S.menz,849,GH,1.6,H,D,43,3,SD-double checked,849 1-6 x 1-3,,,
1191,8,S.menz,849,GH,1.6,H,D,46,0,SD-double checked,849 1-6 x 1-3,,,
1192,8,S.menz,849,GH,1.6,H,D,46,0,SD-double checked,849 1-6 x 1-3,,,
1193,8,S.menz,849,GH,1.6,H,D,51,0,SD-double checked,849 1-6 x 1-3,,,
1194,8,S.menz,849,GH,1.6,H,D,46,1,SD-double checked,849 1-6 x 1-3,,,
1195,8,S.menz,849,GH,1.6,H,D,41,1,SD-double checked,849 1-6 x 1-3,,,
1196,8,S.menz,849,GH,1.6,H,D,48,0,SD-double checked,849 1-6 x 1-3,,,
1197,8,S.menz,849,GH,1.6,H,D,46,1,SD-double checked,849 1-6 x 1-3,,,
1198,8,S.menz,849,GH,1.6,H,D,43,4,SD-double checked,849 1-6 x 1-3,,,
1199,8,S.menz,849,GH,1.6,H,D,48,0,SD-double checked,849 1-6 x 1-3,,,
1200,8,S.menz,849,GH,1.6,H,D,44,0,SD-double checked,849 1-6 x 1-3,,,
1201,9,S.menz,849,GH,1.9,H,D,47,4,SD-double checked,849 1-9 x 849 1-1,,,
1202,9,S.menz,849,GH,1.9,H,D,36,0,SD-double checked,849 1-9 x 849 1-1,,,
1203,9,S.menz,849,GH,1.9,H,D,38,0,SD-double checked,849 1-9 x 849 1-1,,,
1204,9,S.menz,849,GH,1.9,H,D,56,0,SD-double checked,849 1-9 x 849 1-1,,,
1205,9,S.menz,849,GH,1.9,H,D,31,7,SD-double checked,849 1-9 x 849 1-1,,,
1206,9,S.menz,849,GH,1.9,H,D,19,8,SD-double checked,849 1-9 x 849 1-1,,,
1207,9,S.menz,849,GH,1.9,H,D,15,5,SD-double checked,849 1-9 x 849 1-1,,,
1208,9,S.menz,849,GH,1.9,H,D,62,4,SD-double checked,849 1-9 x 849 1-1,,,
1209,9,S.menz,849,GH,1.9,H,D,52,2,SD-double checked,849 1-9 x 849 1-1,,,
1210,9,S.menz,849,GH,1.9,H,D,44,1,SD-double checked,849 1-9 x 849 1-1,,,
1211,9,S.menz,849,GH,1.9,H,D,32,1,SD-double checked,849 1-9 x 849 1-1,,,
1212,9,S.menz,849,GH,1.9,H,D,67,1,SD-double checked,849 1-9 x 849 1-1,,,
1213,10,S.menz,849,GH,1.9,H,D,36,0,SD-double checked,849 1-9 x 1-6,,,
1214,10,S.menz,849,GH,1.9,H,D,36,0,SD-double checked,849 1-9 x 1-6,,,
1215,10,S.menz,849,GH,1.9,H,D,42,1,SD-double checked,849 1-9 x 1-6,,,
1216,10,S.menz,849,GH,1.9,H,D,9,0,SD-double checked,849 1-9 x 1-6,,,
1217,10,S.menz,849,GH,1.9,H,D,17,0,SD-double checked,849 1-9 x 1-6,,,
1218,10,S.menz,849,GH,1.9,H,D,59,2,SD-double checked,849 1-9 x 849 1-10,,,
1219,10,S.menz,849,GH,1.9,H,D,34,3,SD-double checked,849 1-9 x 849 1-10,,,
1220,11,S.menz,849,GH,1.10.,H,D,41,0,SD-double checked,849 1-10 x 1-1,,,
1221,11,S.menz,849,GH,1.10.,H,D,17,15,SD-double checked,849 1-10 x 1-1,,,
1222,11,S.menz,849,GH,1.10.,H,D,37,2,SD-double checked,849 1-10 x 1-1,,,
1223,11,S.menz,849,GH,1.10.,H,D,17,14,SD-double checked,849 1-10 x 1-1,,,
1224,11,S.menz,849,GH,1.10.,H,D,15,11,SD-double checked,849 1-10 x 1-1,,,
1225,11,S.menz,849,GH,1.10.,H,D,25,9,SD-double checked,849 1-10 x 1-1,,,
1226,11,S.menz,849,GH,1.10.,H,D,12,1,SD-double checked,849 1-10 x 1-1,,,
1227,11,S.menz,849,GH,1.10.,H,D,147,2,SD-double checked,849 1-10 x 1-1,,,
1228,11,S.menz,849,GH,1.10.,H,D,33,13,SD-double checked,849 1-10 x 1-1,,,
1229,11,S.menz,849,GH,1.10.,H,D,9,37,SD-double checked,849 1-10 x 1-1,,,
1230,11,S.menz,849,GH,1.10.,H,D,18,30,SD-double checked,849 1-10 x 1-1,,,
1231,11,S.menz,849,GH,1.10.,H,D,43,9,SD-double checked,849 1-10 x 1-1,,,
1232,12,S.menz,849,GH,2.2,H,D,43,4,SD-double checked,849 2-2 x 1-10,,,
1233,12,S.menz,849,GH,2.2,H,D,41,2,SD-double checked,849 2-2 x 1-10,,,
1234,12,S.menz,849,GH,2.2,H,D,13,5,SD-double checked,849 2-2 x 1-10,,,
1235,12,S.menz,849,GH,2.2,H,D,36,1,SD-double checked,849 2-2 x 1-10,,,
1236,12,S.menz,849,GH,2.2,H,D,44,0,SD-double checked,849 2-2 x 1-10,,,
1237,12,S.menz,849,GH,2.2,H,D,37,0,SD-double checked,849 2-2 x 1-10,,,
1238,12,S.menz,849,GH,2.2,H,D,34,0,SD-double checked,849 2-2 x 1-10,,,
1239,12,S.menz,849,GH,2.2,H,D,38,0,SD-double checked,849 2-2 x 1-10,,,
1240,12,S.menz,849,GH,2.2,H,D,16,3,SD-double checked,849 2-2 x 1-10,,,
1241,12,S.menz,849,GH,2.2,H,D,46,2,SD-double checked,849 2-2 x 1-10,,,
1242,12,S.menz,849,GH,2.2,H,D,34,0,SD-double checked,849 2-2 x 1-10,,,
1243,12,S.menz,849,GH,2.2,H,D,46,0,SD-double checked,849 2-2 x 1-10,,,
1244,12,S.menz,849,GH,2.2,H,D,34,1,SD-double checked,849 2-2 x 1-10,,,
1245,12,S.menz,849,GH,2.2,H,D,39,1,SD-double checked,849 2-2 x 1-10,,,
1246,2,S.nutt,861,GH,6,H,M,13,1,SD-double checked,861-6 x 861-10,,,
1247,2,S.nutt,861,GH,6,H,M,14,0,SD-double checked,861-6 x 861-10,,,
1248,2,S.nutt,861,GH,6,H,M,14,1,SD-double checked,861-6 x 861-10,,,
1249,2,S.nutt,861,GH,6,H,M,5,0,SD-double checked,861-6 x 861-10,,,
1250,2,S.nutt,861,GH,6,H,M,6,0,SD-double checked,861-6 x 861-10,,,
1251,2,S.nutt,861,GH,6,H,M,14,1,SD-double checked,861-6 x 861-10,,,
1252,2,S.nutt,861,GH,6,H,M,19,0,SD-double checked,861-6 x 861-10,,,
1253,2,S.nutt,861,GH,6,H,M,18,0,SD-double checked,861-6 x 861-10,,,
1254,2,S.nutt,861,GH,6,H,M,18,0,SD-double checked,861-6 x 861-10,,,
1255,2,S.nutt,861,GH,6,H,M,12,0,SD-double checked,861-6 x 861-10,,,
1256,2,S.nutt,861,GH,6,H,M,13,0,SD-double checked,861-6 x 861-10,,,
1257,2,S.nutt,861,GH,6,H,M,14,0,SD-double checked,861-6 x 861-10,,,
1258,2,S.nutt,861,GH,6,H,M,15,0,SD-double checked,861-6 x 861-10,,,
1259,2,S.nutt,861,GH,6,H,M,17,0,SD-double checked,861-6 x 861-10,,,
1260,2,S.nutt,861,GH,6,H,M,16,1,SD-double checked,861-6 x 861-10,,,
1261,2,S.nutt,861,GH,6,H,M,19,0,SD-double checked,861-6 x 861-10,,,
1262,2,S.nutt,861,GH,6,H,M,18,0,SD-double checked,861-6 x 861-10,,,
1263,2,S.nutt,861,GH,6,H,M,8,0,SD-double checked,861-6 x 861-10,,,
1264,2,S.nutt,861,GH,6,H,M,19,0,SD-double checked,861-6 x 861-10,,,
1265,2,S.nutt,861,GH,6,H,M,17,0,SD-double checked,861-6 x 861-10,,,
1266,2,S.nutt,861,GH,6,H,M,20,0,SD-double checked,861-6 x 861-10,,,
1267,3,S.nutt,861,GH,7,H,M,14,0,SD-double checked,861-7 x 861-9,,,
1268,3,S.nutt,861,GH,7,H,M,7,1,SD-double checked,861-7 x 861-9,,,
1269,3,S.nutt,861,GH,7,H,M,12,0,SD-double checked,861-7 x 861-9,,,
1270,3,S.nutt,861,GH,7,H,M,9,1,SD-double checked,861-7 x 861-9,,,
1271,3,S.nutt,861,GH,7,H,M,12,2,SD-double checked,861-7 x 861-9,,,
1272,3,S.nutt,861,GH,7,H,M,4,4,SD-double checked,861-7 x 861-9,,,
1273,3,S.nutt,861,GH,7,H,M,6,1,SD-double checked,861-7 x 861-9,,,
1274,3,S.nutt,861,GH,7,H,M,8,0,SD-double checked,861-7 x 861-9,,,
1275,3,S.nutt,861,GH,7,H,M,10,1,SD-double checked,861-7 x 861-9,,,
1276,3,S.nutt,861,GH,7,H,M,8,2,SD-double checked,861-7 x 861-9,,,
1277,3,S.nutt,861,GH,7,H,M,10,1,SD-double checked,861-7 x 861-9,,,
1278,3,S.nutt,861,GH,7,H,M,11,0,SD-double checked,861-7 x 861-9,,,
1279,3,S.nutt,861,GH,7,H,M,10,0,SD-double checked,861-7 x 861-9,,,
1280,3,S.nutt,861,GH,7,H,M,8,3,SD-double checked,861-7 x 861-9,,,
1281,3,S.nutt,861,GH,7,H,M,18,1,SD-double checked,861-7 x 861-9,,,
1282,3,S.nutt,861,GH,7,H,M,17,0,SD-double checked,861-7 x 861-9,,,
1283,4,S.nutt,861,GH,7,H,M,15,1,SD-double checked,861-7 x 861-10,,,
1284,4,S.nutt,861,GH,7,H,M,9,0,SD-double checked,861-7 x 861-10,,,
1285,4,S.nutt,861,GH,7,H,M,11,1,SD-double checked,861-7 x 861-10,,,
1286,4,S.nutt,861,GH,7,H,M,3,3,SD-double checked,861-7 x 861-10,,,
1287,5,S.nutt,861,GH,9,H,M,14,5,SD-double checked,861-9 x 16,,,
1288,5,S.nutt,861,GH,9,H,M,3,1,SD-double checked,861-9 x 16,,,
1289,5,S.nutt,861,GH,9,H,M,5,0,SD-double checked,861-9 x 16,,,
1290,5,S.nutt,861,GH,9,H,M,4,0,SD-double checked,861-9 x 16,,,
1291,5,S.nutt,861,GH,9,H,M,21,0,SD-double checked,861-9 x 16,,,
1292,5,S.nutt,861,GH,9,H,M,14,2,SD-double checked,861-9 x 16,,,
1293,5,S.nutt,861,GH,9,H,M,19,0,SD-double checked,861-9 x 16,,,
1294,5,S.nutt,861,GH,9,H,M,18,0,SD-double checked,861-9 x 16,,,
1295,5,S.nutt,861,GH,9,H,M,17,0,SD-double checked,861-9 x 16,,,
1296,5,S.nutt,861,GH,9,H,M,17,0,SD-double checked,861-9 x 16,,,
1297,5,S.nutt,861,GH,9,H,M,21,0,SD-double checked,861-9 x 16,,,
1298,5,S.nutt,861,GH,9,H,M,22,0,SD-double checked,861-9 x 16,,,
1299,5,S.nutt,861,GH,9,H,M,5,0,SD-double checked,open 861-9 x 16,,,
1300,5,S.nutt,861,GH,9,H,M,18,0,SD-double checked,861-9 x 16,,,
1301,5,S.nutt,861,GH,9,H,M,14,1,SD-double checked,861-9 x 16,,,
1302,5,S.nutt,861,GH,9,H,M,12,0,SD-double checked,861-9 x 16,,,
1303,5,S.nutt,861,GH,9,H,M,14,0,SD-double checked,861-9 x 16,,,
1304,5,S.nutt,861,GH,9,H,M,14,1,SD-double checked,861-9 x 16,,,
1305,5,S.nutt,861,GH,9,H,M,19,0,SD-double checked,861-9 x 16,,,
1306,5,S.nutt,861,GH,9,H,M,15,1,SD-double checked,861-9 x 16,,,
1307,5,S.nutt,861,GH,9,H,M,16,0,SD-double checked,861-9 x 16,,,
1308,5,S.nutt,861,GH,9,H,M,17,0,SD-double checked,861-9 x 16,,,
1309,5,S.nutt,861,GH,9,H,M,17,0,SD-double checked,861-9 x 16,,,
1310,6,S.nutt,861,GH,10,H,M,9,2,SD-double checked,861-10 x 861-7,,,
1311,6,S.nutt,861,GH,10,H,M,9,0,SD-double checked,861-10 x 861-7,,,
1312,6,S.nutt,861,GH,10,H,M,10,2,SD-double checked,861-10 x 861-7,,,
1313,6,S.nutt,861,GH,10,H,M,8,0,SD-double checked,861-10 x 861-7,,,
1314,6,S.nutt,861,GH,10,H,M,15,2,SD-double checked,861-10 x 861-7,,,
1315,6,S.nutt,861,GH,10,H,M,6,0,SD-double checked,861-10 x 861-7,,,
1316,6,S.nutt,861,GH,10,H,M,13,3,SD-double checked,861-10 x 861-7,,,
1317,6,S.nutt,861,GH,10,H,M,16,1,SD-double checked,861-10 x 861-7,,,
1318,6,S.nutt,861,GH,10,H,M,8,0,SD-double checked,861-10 x 861-7,,,
1319,6,S.nutt,861,GH,10,H,M,16,0,SD-double checked,861-10 x 861-7,,,
1320,6,S.nutt,861,GH,10,H,M,11,2,SD-double checked,861-10 x 861-7,,,
1321,6,S.nutt,861,GH,10,H,M,16,0,SD-double checked,861-10 x 861-7,,,
1322,6,S.nutt,861,GH,10,H,M,12,0,SD-double checked,861-10 x 861-7,,,
1323,6,S.nutt,861,GH,10,H,M,12,1,SD-double checked,861-10 x 861-7,,,
1324,6,S.nutt,861,GH,10,H,M,11,1,SD-double checked,861-10 x 861-7,,,
1325,6,S.nutt,861,GH,10,H,M,13,2,SD-double checked,861-10 x 861-7,,,
1326,6,S.nutt,861,GH,10,H,M,17,0,SD-double checked,861-10 x 861-7,,,
1327,6,S.nutt,861,GH,10,H,M,11,1,SD-double checked,861-10 x 861-7,,,
1328,6,S.nutt,861,GH,10,H,M,15,0,SD-double checked,861-10 x 861-7,,,
1329,6,S.nutt,861,GH,10,H,M,6,2,SD-double checked,861-10 x 861-7,,,
1330,6,S.nutt,861,GH,10,H,M,14,0,SD-double checked,861-10 x 861-7,,,
1331,6,S.nutt,861,GH,10,H,M,15,0,SD-double checked,861-10 x 861-7,,,
1332,6,S.nutt,861,GH,10,H,M,11,1,SD-double checked,861-10 x 861-7,,,
1333,6,S.nutt,861,GH,10,H,M,16,1,SD-double checked,861-10 x 861-7,,,
1334,6,S.nutt,861,GH,10,H,M,12,2,SD-double checked,861-10 x 861-7,,,
1335,6,S.nutt,861,GH,10,H,M,6,5,SD-double checked,861-10 x 861-7,,,
1336,6,S.nutt,861,GH,10,H,M,10,2,SD-double checked,861-10 x 861-7,,,
1337,6,S.nutt,861,GH,10,H,M,17,1,SD-double checked,861-10 x 861-7,,,
1338,6,S.nutt,861,GH,10,H,M,16,0,SD-double checked,861-10 x 861-7,,,
1339,6,S.nutt,861,GH,10,H,M,1,7,SD-double checked,861-10 x 861-7,,,
1340,6,S.nutt,861,GH,10,H,M,16,0,SD-double checked,861-10 x 861-7,,,
1341,6,S.nutt,861,GH,10,H,M,14,2,SD-double checked,861-10 x 861-7,,,
1342,6,S.nutt,861,GH,10,H,M,16,0,SD-double checked,861-10 x 861-7,,,
1343,6,S.nutt,861,GH,10,H,M,14,0,SD-double checked,861-10 x 861-7,,,
1344,6,S.nutt,861,GH,10,H,M,12,0,SD-double checked,861-10 x 861-7,,,
1345,6,S.nutt,861,GH,10,H,M,13,1,SD-double checked,861-10 x 861-7,,,
1346,7,S.nutt,861,GH,16,H,M,20,2,SD-double checked,861 16x7 ,,,
1347,7,S.nutt,861,GH,16,H,M,21,0,SD-double checked,861 16x7 ,,,
1348,7,S.nutt,861,GH,16,H,M,18,0,SD-double checked,861 16x7 ,,,
1349,7,S.nutt,861,GH,16,H,M,19,2,SD-double checked,861 16x7 ,,,
1350,7,S.nutt,861,GH,16,H,M,23,0,SD-double checked,immature 861 16x7 ,,,
1351,7,S.nutt,861,GH,16,H,M,27,0,SD-double checked,861 16x7 ,,,
1352,7,S.nutt,861,GH,16,H,M,9,1,SD-double checked,861 16x7 ,,,
1353,7,S.nutt,861,GH,16,H,M,19,0,SD-double checked,861 16x7 ,,,
1354,7,S.nutt,861,GH,16,H,M,22,0,SD-double checked,861 16x7 ,,,
1355,7,S.nutt,861,GH,16,H,M,24,0,SD-double checked,861 16x7 ,,,
1356,7,S.nutt,861,GH,16,H,M,20,0,SD-double checked,861 16x7 ,,,
1357,7,S.nutt,861,GH,16,H,M,22,0,SD-double checked,861 16x7 ,,,
1358,7,S.nutt,861,GH,16,H,M,13,0,SD-double checked,861 16x7 ,,,
1359,7,S.nutt,861,GH,16,H,M,25,0,SD-double checked,861 16x7 ,,,
1360,7,S.nutt,861,GH,16,H,M,18,0,SD-double checked,861 16x7 ,,,
1361,7,S.nutt,861,GH,16,H,M,17,0,SD-double checked,861 16x7 ,,,
1362,7,S.nutt,861,GH,16,H,M,20,2,SD-double checked,861 16x7 ,,,
1363,7,S.nutt,861,GH,16,H,M,21,1,SD-double checked,861 16x7 ,,,
1364,7,S.nutt,861,GH,16,H,M,18,0,SD-double checked,861 16x7 ,,,
1365,7,S.nutt,861,GH,16,H,M,14,2,SD-double checked,861 16x7 ,,,
1366,7,S.nutt,861,GH,16,H,M,10,0,SD-double checked,open 861 16x7 ,,,
1367,7,S.nutt,861,GH,16,H,M,15,0,SD-double checked,861 16x7 ,,,
1368,7,S.nutt,861,GH,16,H,M,23,0,SD-double checked,861 16x7 ,,,
1369,7,S.nutt,861,GH,16,H,M,13,0,SD-double checked,861 16x7 ,,,
1370,7,S.nutt,861,GH,16,H,M,12,2,SD-double checked,861 16x7 ,,,
1371,7,S.nutt,861,GH,16,H,M,20,0,SD-double checked,861 16x7 ,,,
1372,7,S.nutt,861,GH,16,H,M,22,0,SD-double checked,861 16x7 ,,,
1373,7,S.nutt,861,GH,16,H,M,17,2,SD-double checked,861 16x7 ,,,
1374,7,S.nutt,861,GH,16,H,M,18,0,SD-double checked,861 16x7 ,,,
1375,3,S.sali,842,Field,86,H,D,14,0,SD-double checked,,"Sexes confirmed in Field Book 2, pp 23 ff ",,
1376,3,S.sali,842,Field,86,H,D,31,0,SD-double checked,,,,
1377,3,S.sali,842,Field,86,H,D,48,1,SD-double checked,,,,
1378,3,S.sali,842,Field,86,H,D,40,0,SD-double checked,,,,
1379,3,S.sali,842,Field,86,H,D,37,0,SD-double checked,,,,
1380,3,S.sali,842,Field,86,H,D,32,0,SD-double checked,,,,
1381,3,S.sali,842,Field,86,H,D,31,1,SD-double checked,,,,
1382,3,S.sali,842,Field,86,H,D,45,0,SD-double checked,,,,
1383,3,S.sali,842,Field,86,H,D,38,3,SD-double checked,,,,
1384,4,S.sali,842,Field,109,H,D,19,8,SD-double checked,,,,
1385,4,S.sali,842,Field,109,H,D,9,10,SD-double checked,,,,
1386,4,S.sali,842,Field,109,H,D,28,2,SD-double checked,,,,
1387,4,S.sali,842,Field,109,H,D,23,11,SD-double checked,,,,
1388,4,S.sali,842,Field,109,H,D,16,2,SD-double checked,,,,
1389,4,S.sali,842,Field,109,H,D,26,6,SD-double checked,,,,
1390,4,S.sali,842,Field,109,H,D,10,4,SD-double checked,,,,
1391,4,S.sali,842,Field,109,H,D,20,8,SD-double checked,,,,
1392,4,S.sali,842,Field,109,H,D,20,6,SD-double checked,,,,
1393,4,S.sali,842,Field,109,H,D,8,6,SD-double checked,,,,
1394,4,S.sali,842,Field,109,H,D,18,5,SD-double checked,,,,
1395,4,S.sali,842,Field,109,H,D,20,9,SD-double checked,,,,
1396,4,S.sali,842,Field,109,H,D,18,8,SD-double checked,,,,
1397,4,S.sali,842,Field,109,H,D,11,8,SD-double checked,,,,
1398,4,S.sali,842,Field,109,H,D,11,11,SD-double checked,,,,
1399,4,S.sali,842,Field,109,H,D,14,15,SD-double checked,,,,
1400,5,S.sali,842,Field,70,H,D,20,2,SD-double checked,,,,
1401,5,S.sali,842,Field,70,H,D,20,0,SD-double checked,,,,
1402,5,S.sali,842,Field,70,H,D,26,0,SD-double checked,,,,
1403,5,S.sali,842,Field,70,H,D,19,6,SD-double checked,,,,
1404,5,S.sali,842,Field,70,H,D,24,2,SD-double checked,,,,
1405,5,S.sali,842,Field,70,H,D,22,2,SD-double checked,,,,
1406,5,S.sali,842,Field,70,H,D,18,1,SD-double checked,,,,
1407,5,S.sali,842,Field,70,H,D,22,0,SD-double checked,,,,
1408,5,S.sali,842,Field,70,H,D,20,0,SD-double checked,,,,
1409,5,S.sali,842,Field,70,H,D,26,1,SD-double checked,,,,
1410,5,S.sali,842,Field,70,H,D,21,0,SD-double checked,,,,
1411,5,S.sali,842,Field,70,H,D,25,0,SD-double checked,,,,
1412,5,S.sali,842,Field,70,H,D,19,3,SD-double checked,,,,
1413,5,S.sali,842,Field,70,H,D,17,0,SD-double checked,,,,
1414,5,S.sali,842,Field,70,H,D,23,3,SD-double checked,,,,
1415,5,S.sali,842,Field,70,H,D,18,0,SD-double checked,,,,
1416,5,S.sali,842,Field,70,H,D,11,0,SD-double checked,,,,
